text,intent,sentiment,product,plan,country,user_type
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,Thailand,individual
my prepaid plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
the iot connection is very slow,technical_support,neutral,iot,fleet iot,Singapore,individual
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,Thailand,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
there is a problem with my iot service,technical_support,neutral,iot,smart parking,India,individual
my cloud service is non working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
i am facing issues with my storage 10tb,technical_support,negative,cloud,storage 10tb,Thailand,individual
i am facing issue with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
i am facing issues with my prepaid islver,technical_support,negative,mobile,postpaid silver,India,enterprise
i americium facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
my fiber 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,India,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,Thailand,enterprise
my vm basic is not functioning correctly,technical_support,negative,cloud,vm basic,USA,enterprise
my smart parking is not functioning correctly,technical_support,negative,iot,smart parking,India,individual
the broadband connection isvery lsow,technical_support,negative,broadband,fiber 100,Thailand,enterprise
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,USA,enterprise
my prepaid plus is non functioning correctly,technical_support,neutral,mobile,prepaid plus,USA,enterprise
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
my cloud service is non owrking properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
there is a problem with my broadband service,technical_support,negative,broadband,fiber 100,Thailand,individual
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my smart parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,Thailand,enterprise
there is a problem with my mobile service,technical_support,negative,mobile,postpaid platinum,Thailand,enterprise
my fiber 1gbps is not functioning correctly,technical_support,negative,broadband,fiber 1gbps,USA,individual
the broadband connection is very slow,technical_support,neutral,broadband,fiber 300,Thailand,individual
my iot service is not working properly,technical_support,neutral,iot,smart traffic,Singapore,individual
i americium facing issues with my storage 10tb,technical_support,negative,cloud,storage 10tb,Thailand,individual
my smart parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
there is a problem with my broadband service,technical_support,negative,broadband,fiber 100,Thailand,individual
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,Thailand,individual
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
i americium facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my mobile service,technical_support,neutral,mobile,postpaid platinum,Singapore,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,Thailand,individual
the cloud connexion is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
the broadband connection is very slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,USA,individual
my storage 10tb is not functioning correctly,technical_support,neutral,cloud,storage 10tb,India,enterprise
there is a problem with my iot service,technical_support,neutral,iot,smart traffic,Singapore,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem wtih my mobile service,technical_support,negative,mobile,postpaid silver,Thailand,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,USA,individual
i am facing issues with my fleet iot,technical_support,negative,iot,fleet iot,USA,individual
my postpaid platinum isnot functioning correctly,technical_support,neutral,mobile,postpaid platinum,USA,enterprise
i am facing issues with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
my smart parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
my iot service is not working properly,technical_support,negative,iot,smart parking,Singapore,individual
there is a problem with my iot service,technical_support,neutral,iot,fleet iot,India,individual
i americium afcing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
my broadband service is not working properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
the mobile connection is very slow,technical_support,negative,mobile,postpaid platinum,Singapore,enterprise
i americium facing issues with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
i am facing issues with my fiber 1gbps,technical_support,neutral,broadband,fiber 1gbps,Singapore,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 10tb,India,enterprise
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
my broadband service is non working properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
the cloud connection is very slow,technical_support,neutral,cloud,vm enterprise,India,individual
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my storage 1tb is not functionnig correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
i am facing issues with my tsorage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my smart parking is non functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
my mobile service is not working properly,technical_support,negative,mobile,prepaid plus,Singapore,enterprise
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 1gbps,USA,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
