text,intent,sentiment,country,product_group,plan,customer_type,priority,amount_billed,satisfaction_score
I am facing issues with ZENDArchive Storage.,Technical Support,Satisfied,USA,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Priority,78.82,4
I am facing issues with ZENDSmart Lighting.,Technical Support,Neutral,USA,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Priority,236.02,3
How do I stop ZENDSmart Lighting service?,Cancellation,Satisfied,Thailand,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Priority,138.46,4
I was charged $X instead of $Y for ZENDBiz Connect 1G.,Billing,Angry,USA,Business Connectivity,ZENDBiz Connect 1G,Individual,Enterprise,409.51,1
Complaint regarding ZENDFiber Home 300 Mbps.,Complaint,Angry,USA,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Enterprise,70.5,1
I want to upgrade my ZENDFleet IoT plan.,Plan Upgrade,Angry,Singapore,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Enterprise,202.71,1
What features does ZENDCloud VM Enterprise offer?,Information Query,Neutral,Singapore,Cloud & Data Center Services,ZENDCloud VM Enterprise,Individual,Priority,65.45,3
I am facing issues with ZENDCloud VM Enterprise.,Technical Support,Angry,USA,Cloud & Data Center Services,ZENDCloud VM Enterprise,Enterprise,Standard,14.18,1
How much does ZENDFiber Home 100 Mbps cost in my country?,Information Query,Satisfied,Thailand,Home & Office Internet,ZENDFiber Home 100 Mbps,Enterprise,Priority,34.01,4
Please terminate my ZENDOffice Net 200 plan.,Cancellation,Neutral,India,Home & Office Internet,ZENDOffice Net 200,Enterprise,Enterprise,136.19,3
My ZENDEnterprise Ultra is not working properly.,Technical Support,Happy,USA,Business Connectivity,ZENDEnterprise Ultra,Enterprise,Standard,170.12,5
I am not happy with my Postpaid Silver 50GB service.,Complaint,Satisfied,USA,Mobile Connectivity,Postpaid Silver 50GB,Individual,Standard,114.6,4
My ZENDFiber Home 300 Mbps is not working properly.,Technical Support,Neutral,India,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Priority,173.24,3
Need details about ZENDFiber Home 100 Mbps.,Information Query,Happy,Singapore,Home & Office Internet,ZENDFiber Home 100 Mbps,Enterprise,Standard,35.4,5
Can you send me my last 2 invoices for ZENDStorage 1TB?,Billing,Satisfied,Thailand,Cloud & Data Center Services,ZENDStorage 1TB,Individual,Enterprise,229.63,4
I am not happy with my ZENDSmart Parking service.,Complaint,Satisfied,USA,IoT & Smart Solutions,ZENDSmart Parking,Individual,Standard,117.71,4
I was charged $X instead of $Y for ZENDEnterprise Dedicated.,Billing,Neutral,Thailand,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Enterprise,356.88,3
I was charged $X instead of $Y for ZENDCloud VM Enterprise.,Billing,Angry,India,Cloud & Data Center Services,ZENDCloud VM Enterprise,Enterprise,Priority,109.96,1
I am facing issues with Postpaid Platinum Unlimited.,Technical Support,Satisfied,Singapore,Mobile Connectivity,Postpaid Platinum Unlimited,Individual,Priority,64.97,4
Frustrated with ZENDBiz Connect 500 connection.,Complaint,Neutral,USA,Business Connectivity,ZENDBiz Connect 500,Enterprise,Standard,193.43,3
How do I claim a refund if I used less than 10% of ZENDIndustrial Sensor?,Refund,Satisfied,Thailand,IoT & Smart Solutions,ZENDIndustrial Sensor,Individual,Enterprise,117.63,4
How much does ZENDEnterprise Dedicated cost in my country?,Information Query,Neutral,India,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Standard,251.04,3
What features does Prepaid Basic 5GB offer?,Information Query,Neutral,Singapore,Mobile Connectivity,Prepaid Basic 5GB,Enterprise,Standard,79.3,3
Frustrated with ZENDSmart Lighting connection.,Complaint,Satisfied,India,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Priority,148.64,4
My billing amount for ZENDStorage 10TB seems incorrect.,Billing,Satisfied,Thailand,Cloud & Data Center Services,ZENDStorage 10TB,Enterprise,Priority,204.63,4
I want to upgrade my ZENDEnterprise Dedicated plan.,Plan Upgrade,Angry,India,Business Connectivity,ZENDEnterprise Dedicated,Individual,Standard,427.83,1
How do I stop Prepaid Basic 5GB service?,Cancellation,Satisfied,Singapore,Mobile Connectivity,Prepaid Basic 5GB,Enterprise,Priority,62.03,4
Need help fixing my ZENDOffice Net 200 service.,Technical Support,Happy,Singapore,Home & Office Internet,ZENDOffice Net 200,Enterprise,Priority,96.6,5
Frustrated with ZENDBiz Connect 500 connection.,Complaint,Neutral,Thailand,Business Connectivity,ZENDBiz Connect 500,Individual,Enterprise,157.24,3
What features does ZENDArchive Storage offer?,Information Query,Happy,Singapore,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Standard,263.56,5
How do I claim a refund if I used less than 10% of ZENDIndustrial Sensor?,Refund,Happy,Thailand,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Standard,198.8,5
What features does ZENDBiz Connect 500 offer?,Information Query,Angry,Thailand,Business Connectivity,ZENDBiz Connect 500,Enterprise,Enterprise,361.55,1
Can you send me my last 2 invoices for ZENDCloud VM Enterprise?,Billing,Neutral,USA,Cloud & Data Center Services,ZENDCloud VM Enterprise,Enterprise,Priority,82.98,3
What are the costs to move from ZENDFiber Home 300 Mbps to premium?,Plan Upgrade,Happy,Thailand,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Standard,21.09,5
I was charged $X instead of $Y for ZENDOffice Net 1G.,Billing,Satisfied,USA,Home & Office Internet,ZENDOffice Net 1G,Enterprise,Priority,38.53,4
I was charged $X instead of $Y for Prepaid Plus 20GB.,Billing,Happy,USA,Mobile Connectivity,Prepaid Plus 20GB,Individual,Enterprise,76.29,5
How do I claim a refund if I used less than 10% of ZENDArchive Storage?,Refund,Satisfied,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Individual,Enterprise,155.48,4
Can you send me my last 2 invoices for ZENDFiber Home 1 Gbps?,Billing,Angry,India,Home & Office Internet,ZENDFiber Home 1 Gbps,Individual,Standard,25.84,1
I want to cancel my ZENDStorage 1TB subscription.,Cancellation,Angry,USA,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Enterprise,233.04,1
What features does ZENDFleet IoT offer?,Information Query,Happy,USA,IoT & Smart Solutions,ZENDFleet IoT,Individual,Standard,183.46,5
I want to cancel my Prepaid Unlimited subscription.,Cancellation,Angry,Singapore,Mobile Connectivity,Prepaid Unlimited,Enterprise,Enterprise,144.5,1
I am facing issues with Prepaid Basic 5GB.,Technical Support,Angry,USA,Mobile Connectivity,Prepaid Basic 5GB,Enterprise,Priority,83.1,1
Need help fixing my ZENDOffice Net 200 service.,Technical Support,Satisfied,Thailand,Home & Office Internet,ZENDOffice Net 200,Enterprise,Priority,155.81,4
I want to upgrade my ZENDEnterprise Dedicated plan.,Plan Upgrade,Angry,USA,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Enterprise,483.12,1
What features does ZENDCloud VM Basic offer?,Information Query,Angry,India,Cloud & Data Center Services,ZENDCloud VM Basic,Individual,Enterprise,179.78,1
I want a refund for ZENDEnterprise Dedicated subscription.,Refund,Satisfied,India,Business Connectivity,ZENDEnterprise Dedicated,Individual,Priority,165.24,4
Need help fixing my ZENDSmart Traffic service.,Technical Support,Happy,Singapore,IoT & Smart Solutions,ZENDSmart Traffic,Individual,Standard,313.88,5
I am not happy with my Postpaid Platinum Unlimited service.,Complaint,Satisfied,Thailand,Mobile Connectivity,Postpaid Platinum Unlimited,Individual,Priority,61.92,4
Need help fixing my ZENDBiz Connect 500 service.,Technical Support,Satisfied,India,Business Connectivity,ZENDBiz Connect 500,Enterprise,Priority,91.36,4
How do I claim a refund if I used less than 10% of ZENDFleet IoT?,Refund,Angry,India,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Standard,362.58,1
I want to cancel my ZENDSmart Traffic subscription.,Cancellation,Angry,USA,IoT & Smart Solutions,ZENDSmart Traffic,Enterprise,Priority,378.5,1
Frustrated with ZENDCloud VM Enterprise connection.,Complaint,Happy,Singapore,Cloud & Data Center Services,ZENDCloud VM Enterprise,Enterprise,Standard,170.22,5
Frustrated with Postpaid Silver 50GB connection.,Complaint,Satisfied,USA,Mobile Connectivity,Postpaid Silver 50GB,Enterprise,Standard,85.98,4
What features does ZENDSmart Parking offer?,Information Query,Satisfied,Thailand,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Standard,99.34,4
Please terminate my ZENDBiz Connect 500 plan.,Cancellation,Neutral,Thailand,Business Connectivity,ZENDBiz Connect 500,Individual,Priority,198.76,3
My Prepaid Plus 20GB is not working properly.,Technical Support,Satisfied,Singapore,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Enterprise,76.79,4
Can I upgrade from ZENDBiz Connect 1G to a higher plan?,Plan Upgrade,Angry,Singapore,Business Connectivity,ZENDBiz Connect 1G,Enterprise,Enterprise,338.83,1
I was charged $X instead of $Y for ZENDFleet IoT.,Billing,Satisfied,USA,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Enterprise,74.14,4
Complaint regarding Prepaid Unlimited.,Complaint,Happy,USA,Mobile Connectivity,Prepaid Unlimited,Enterprise,Enterprise,31.44,5
I want to cancel my ZENDFleet IoT subscription.,Cancellation,Neutral,Thailand,IoT & Smart Solutions,ZENDFleet IoT,Individual,Enterprise,165.33,3
Can you send me my last 2 invoices for ZENDEnterprise Dedicated?,Billing,Angry,USA,Business Connectivity,ZENDEnterprise Dedicated,Individual,Enterprise,327.15,1
Complaint regarding ZENDOffice Net 500.,Complaint,Neutral,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Priority,165.68,3
I am facing issues with ZENDOffice Net 1G.,Technical Support,Satisfied,India,Home & Office Internet,ZENDOffice Net 1G,Individual,Enterprise,74.37,4
Can you send me my last 2 invoices for ZENDOffice Net 1G?,Billing,Happy,Thailand,Home & Office Internet,ZENDOffice Net 1G,Enterprise,Priority,107.8,5
How do I stop ZENDSmart Lighting service?,Cancellation,Angry,Thailand,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Priority,196.16,1
Need help fixing my ZENDOffice Net 200 service.,Technical Support,Satisfied,Thailand,Home & Office Internet,ZENDOffice Net 200,Individual,Enterprise,33.22,4
Frustrated with ZENDStorage 10TB connection.,Complaint,Angry,USA,Cloud & Data Center Services,ZENDStorage 10TB,Individual,Enterprise,142.01,1
I am facing issues with Postpaid Silver 50GB.,Technical Support,Neutral,India,Mobile Connectivity,Postpaid Silver 50GB,Individual,Enterprise,39.77,3
I am not happy with my ZENDEnterprise Ultra service.,Complaint,Satisfied,Singapore,Business Connectivity,ZENDEnterprise Ultra,Enterprise,Priority,92.26,4
Need details about ZENDArchive Storage.,Information Query,Angry,India,Cloud & Data Center Services,ZENDArchive Storage,Individual,Standard,55.16,1
Requesting refund for ZENDEnterprise Dedicated.,Refund,Neutral,India,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Enterprise,457.12,3
Can I upgrade from Prepaid Plus 20GB to a higher plan?,Plan Upgrade,Neutral,Singapore,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Enterprise,59.62,3
Complaint regarding Prepaid Plus 20GB.,Complaint,Satisfied,USA,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Enterprise,67.93,4
Need help fixing my Prepaid Unlimited service.,Technical Support,Angry,India,Mobile Connectivity,Prepaid Unlimited,Enterprise,Priority,135.33,1
My ZENDEnterprise Dedicated is not working properly.,Technical Support,Satisfied,Thailand,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Priority,388.73,4
I want a refund for ZENDSmart Parking subscription.,Refund,Satisfied,Singapore,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Priority,226.92,4
What features does ZENDFiber Home 1 Gbps offer?,Information Query,Angry,India,Home & Office Internet,ZENDFiber Home 1 Gbps,Enterprise,Enterprise,69.36,1
Need details about ZENDCloud VM Basic.,Information Query,Satisfied,India,Cloud & Data Center Services,ZENDCloud VM Basic,Individual,Priority,162.66,4
I am not happy with my ZENDEnterprise Dedicated service.,Complaint,Happy,USA,Business Connectivity,ZENDEnterprise Dedicated,Enterprise,Enterprise,95.83,5
I was charged $X instead of $Y for ZENDOffice Net 200.,Billing,Satisfied,USA,Home & Office Internet,ZENDOffice Net 200,Enterprise,Standard,104.3,4
I want a refund for ZENDFiber Home 1 Gbps subscription.,Refund,Angry,India,Home & Office Internet,ZENDFiber Home 1 Gbps,Individual,Enterprise,185.93,1
How do I stop ZENDBiz Connect 1G service?,Cancellation,Angry,India,Business Connectivity,ZENDBiz Connect 1G,Individual,Standard,91.21,1
My billing amount for Postpaid Silver 50GB seems incorrect.,Billing,Angry,Singapore,Mobile Connectivity,Postpaid Silver 50GB,Enterprise,Enterprise,36.7,1
I am facing issues with ZENDOffice Net 500.,Technical Support,Angry,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Standard,63.89,1
I was charged $X instead of $Y for ZENDBiz Connect 100.,Billing,Satisfied,India,Business Connectivity,ZENDBiz Connect 100,Enterprise,Standard,412.31,4
How do I claim a refund if I used less than 10% of ZENDSmart Lighting?,Refund,Angry,India,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Standard,367.74,1
Need details about ZENDFleet IoT.,Information Query,Angry,Thailand,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Standard,139.02,1
Can you send me my last 2 invoices for ZENDFiber Home 300 Mbps?,Billing,Satisfied,USA,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Standard,94.39,4
How much does ZENDBiz Connect 100 cost in my country?,Information Query,Neutral,Thailand,Business Connectivity,ZENDBiz Connect 100,Individual,Priority,152.91,3
I want to cancel my ZENDStorage 10TB subscription.,Cancellation,Satisfied,Thailand,Cloud & Data Center Services,ZENDStorage 10TB,Enterprise,Standard,184.86,4
Complaint regarding ZENDSmart Parking.,Complaint,Angry,Thailand,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Priority,399.5,1
I want a refund for ZENDArchive Storage subscription.,Refund,Satisfied,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Priority,292.12,4
How much does ZENDBiz Connect 100 cost in my country?,Information Query,Happy,India,Business Connectivity,ZENDBiz Connect 100,Enterprise,Standard,244.38,5
I want a refund for ZENDOffice Net 500 subscription.,Refund,Happy,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Priority,73.83,5
I was charged $X instead of $Y for ZENDCloud VM Enterprise.,Billing,Satisfied,USA,Cloud & Data Center Services,ZENDCloud VM Enterprise,Individual,Enterprise,14.67,4
My billing amount for ZENDArchive Storage seems incorrect.,Billing,Happy,USA,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Standard,80.01,5
What are the costs to move from Prepaid Basic 5GB to premium?,Plan Upgrade,Neutral,USA,Mobile Connectivity,Prepaid Basic 5GB,Individual,Priority,106.6,3
Please terminate my ZENDFleet IoT plan.,Cancellation,Happy,India,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Enterprise,107.38,5
I want to cancel my ZENDOffice Net 500 subscription.,Cancellation,Angry,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Enterprise,160.39,1
I want a refund for Postpaid Gold 100GB subscription.,Refund,Satisfied,Singapore,Mobile Connectivity,Postpaid Gold 100GB,Individual,Enterprise,74.74,4
How do I claim a refund if I used less than 10% of Postpaid Gold 100GB?,Refund,Angry,Singapore,Mobile Connectivity,Postpaid Gold 100GB,Enterprise,Enterprise,33.41,1
Need help fixing my Prepaid Basic 5GB service.,Technical Support,Neutral,USA,Mobile Connectivity,Prepaid Basic 5GB,Enterprise,Priority,73.17,3
I want to upgrade my ZENDFleet IoT plan.,Plan Upgrade,Neutral,Thailand,IoT & Smart Solutions,ZENDFleet IoT,Individual,Standard,319.09,3
Requesting refund for ZENDSmart Parking.,Refund,Happy,Singapore,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Enterprise,289.18,5
Please terminate my ZENDStorage 1TB plan.,Cancellation,Satisfied,USA,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Enterprise,183.26,4
My billing amount for ZENDSmart Parking seems incorrect.,Billing,Happy,USA,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Priority,59.45,5
I was charged $X instead of $Y for ZENDFiber Home 100 Mbps.,Billing,Neutral,India,Home & Office Internet,ZENDFiber Home 100 Mbps,Individual,Enterprise,84.17,3
My billing amount for ZENDCloud VM Basic seems incorrect.,Billing,Angry,Singapore,Cloud & Data Center Services,ZENDCloud VM Basic,Enterprise,Enterprise,290.89,1
Can you send me my last 2 invoices for Postpaid Platinum Unlimited?,Billing,Satisfied,Thailand,Mobile Connectivity,Postpaid Platinum Unlimited,Individual,Enterprise,117.72,4
Can you send me my last 2 invoices for ZENDSmart Lighting?,Billing,Neutral,Thailand,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Enterprise,187.69,3
Frustrated with ZENDCloud VM Pro connection.,Complaint,Neutral,Singapore,Cloud & Data Center Services,ZENDCloud VM Pro,Individual,Priority,123.59,3
Complaint regarding ZENDCloud VM Basic.,Complaint,Satisfied,Singapore,Cloud & Data Center Services,ZENDCloud VM Basic,Enterprise,Standard,144.21,4
Can you send me my last 2 invoices for ZENDIndustrial Sensor?,Billing,Happy,Singapore,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Priority,150.11,5
I am facing issues with ZENDOffice Net 1G.,Technical Support,Angry,India,Home & Office Internet,ZENDOffice Net 1G,Individual,Priority,122.2,1
Can I upgrade from ZENDFiber Home 300 Mbps to a higher plan?,Plan Upgrade,Happy,Singapore,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Enterprise,60.53,5
How much does Postpaid Platinum Unlimited cost in my country?,Information Query,Satisfied,USA,Mobile Connectivity,Postpaid Platinum Unlimited,Enterprise,Priority,37.33,4
